,Caller,Assignment group,New Description,Clean_Description,language
7474,zxopwyak zrbfkimx,GRP_33,"programdntyme lassen sich teilweise nicht öffnen, mal nach der festplatte schauen, 
bitte um erledigung durch m. himghtmelreich (EU_tool   rep. nr,:39788) r173 schneeberger cnc nr.20123 / wza",programdntyme lassen sich teilweise nicht ffnen mal nach der festplatte schauen bitte um erledigung durch himghtmelreich EU tool rep nr schneeberger cnc nr wza,de
7478,ZkBogxib QsEJzdZO,GRP_29,"received from: monitoring_tool@company.com

 abended job in job_scheduler: Job_2827 at 08/15/16 16:07:32 abended job in job_scheduler: Job_2827",abended job in job scheduler Job at abended job in job scheduler Job,de
7512,jdynzuim uapkdvgr,GRP_49,"hallo frthdyui,
passwortänderung in der as-400 hat nicht geklappt. bitte um deine hilfe. lieben dank im voraus-gruß petrghada :-) it-germany-h. kruse / as-400-passwortänderung fehlgeschlagen",hallo frthdyui passwort nderung in der as hat nicht geklappt bitte um deine hilfe lieben dank im voraus gru petrghada it germany kruse as passwort nderung fehlgeschlagen,de
7555,gusyjcer lvbxfimr,GRP_0,aenderungsantrag kann nicht geloescht werden. aenderungsantrag kann nicht geloescht werden.,aenderungsantrag kann nicht geloescht werden aenderungsantrag kann nicht geloescht werden,de
7562,wjzvabrl bmcfrlyz,GRP_24,"moin ,

kannst du bitte das passwort freischalten. benutzer we212772 wurde das passwort 
gesperrt. bitte das passwort auf welcome setzen.

 probleme mit EU_tool rechner \ we212772 ",moin kannst du bitte das passwort freischalten benutzer we wurde das passwort gesperrt bitte das passwort auf welcome setzen probleme mit EU tool rechner we,de
7574,cytohwau qfunricw,GRP_33,"von: cytohwau qfunricw 
gesendet: donnerstag, 11. august 2016 15:23
an: nwfodmhc exurcwkm
betreff: pc ewkw8111185/ qdxyifhj zbwtunpy

pc ewkw8111185 funktioniert nicht (pc lässt sich anschalten, danach ist kein arbeiten am pc möglich, auch mit anderer tastatur versucht, keine änderung)


mit freundlichen grüßen
cytohwau qfunricw
grinding service germany
cytohwau.qfunricw@gmail.com
 pc ewkw8111185 funktioniert nicht (pc lässt sich anschalten",von cytohwau qfunricw gesendet donnerstag an nwfodmhc exurcwkm betreff pc ewkw qdxyifhj zbwtunpy pc ewkw funktioniert nicht pc sst sich anschalten danach ist kein arbeiten am pc glich auch mit anderer tastatur versucht keine nderung mit freundlichen gr en cytohwau qfunricw grinding service germany pc ewkw funktioniert nicht pc sst sich anschalten,de
7598,xbyudksw zbfxlmus,GRP_0,"hallo, ist es möglich das ich office365 von englisch auf deutsch umstelle? wenn ja wo finde ich diese einstellung?

wenn ich die videos von ""lets talk""  in deutsch ansehen möchte und diese über den link in der email anklicke sagt er mir:

office 365 video isn't available 

office 365 video is not enabled by your organization for you. 

hier ein link:

vielen dank für ihre hilfe office 365 sprache ändern/ videos aus ""thehub"" funktionieren nicht.",hallo ist es glich das ich office von englisch auf deutsch umstelle wenn ja wo finde ich diese einstellung wenn ich die videos von lets talk in deutsch ansehen chte und diese ber den link in der email anklicke sagt er mir office video isn available office video is not enabled by your organization for you hier ein link vielen dank r ihre hilfe office sprache ndern videos aus thehub funktionieren nicht,de
7718,tblmnxez ulcmryaf,GRP_33,"durchwahl -477
mobilteil gigaset sl2
lautsprecher / mikrofon kratzen bzw. setzten zeitweise aus mobiltelefon lautsprecher / mikrofon defekt / gestört",durchwahl mobilteil gigaset sl lautsprecher mikrofon kratzen bzw setzten zeitweise aus mobiltelefon lautsprecher mikrofon defekt gest rt,de
7740,ZkBogxib QsEJzdZO,GRP_6,"received from: monitoring_tool@company.com

 abended job in job_scheduler: Job_1623 at 08/11/16 18:26:27 abended job in job_scheduler: Job_1623",abended job in job scheduler Job at abended job in job scheduler Job,de
7743,ZkBogxib QsEJzdZO,GRP_6,"received from: monitoring_tool@company.com

 abended job in job_scheduler: Job_1493 at 08/11/16 18:22:27 abended job in job_scheduler: Job_1493",abended job in job scheduler Job at abended job in job scheduler Job,de
7744,ZkBogxib QsEJzdZO,GRP_9,"received from: monitoring_tool@company.com

 abended job in job_scheduler: Job_2114 at 08/11/16 17:32:26 abended job in job_scheduler: Job_2114",abended job in job scheduler Job at abended job in job scheduler Job,de
7753,jftsvazy ypqmliwa,GRP_0,"ot01 aufträge funktionieren, ot03 aufträge lassen sich nicht bearbeiten ( beim ausliefern) erp produktion hängt bei ot03 aufträgen",ot auftr ge funktionieren ot auftr ge lassen sich nicht bearbeiten beim ausliefern erp produktion ngt bei ot auftr gen,de
7792,mvwiygou rpkscnlv,GRP_42,"bitte an smpijawb eawkpgqf weiterleiten:
nachdem das alicona messgerät umgestellt wurde, muss der pc für sdnemlwy dsbmgonk aufgebaut werden (apl vor juchaomy gaxrulwo - av abstechprogramdntym).
soll termin bis 26.august
mitarbeiterin kommt am 29.august zurück pc aufstellen",bitte an smpijawb eawkpgqf weiterleiten nachdem das alicona messger umgestellt wurde muss der pc r sdnemlwy dsbmgonk aufgebaut werden apl vor juchaomy gaxrulwo av abstechprogramdntym soll termin bis mitarbeiterin kommt am zur ck pc aufstellen,de
7793,mvwiygou rpkscnlv,GRP_42,"bitte an smpijawb eawkpgqf weiterleiten:
alicona messgerät muss von av abstechprogramdntym in halle 4 (ehem. ventilstößel kontrolle) umgestellt werden.
soll termin in kw 33 arbeitsplatz umziehen",bitte an smpijawb eawkpgqf weiterleiten alicona messger muss von av abstechprogramdntym in halle ehem ventilst el kontrolle umgestellt werden soll termin in kw arbeitsplatz umziehen,de
7805,zlnxswvp ptmzsbhk,GRP_0,"from: zlnxswvp ptmzsbhk 
sent: thursday, august 11, 2016 11:58 am
to: nwfodmhc exurcwkm
subject: sab : wg: skype lässt sich nicht starten

bitte um unterstützung 

freundliche gruesse / kind  skype funktionert nicht.",zlnxswvp ptmzsbhk am nwfodmhc exurcwkm sab wg skype sst sich nicht starten bitte um unterst tzung freundliche gruesse kind skype funktionert nicht,de
7807,weszfyok fbadnjhu,GRP_25,"

received from: weszfyok.fbadnjhu@gmail.com

hallo,

es gibt anscheinend probleme bei der übertragung von stempelzeiten ( EU_tool / erp ) bei 8-stelligen personalnummern ( siehe unten )

freundliche grüße
weszfyok fbadnjhu


von: axesnghb cyzuomxa
gesendet: donnerstag, 28. juli 2016 12:17
an: zslugaxq dtwlrofu; laeusvjo fvaihgpx
cc: weszfyok fbadnjhu
betreff: leihmitarbeiter lochthowe, andre, 21111177


hallo zusammen,

seit dem 21.07.2016  stempelt herr lochthowe mit seiner karte in EU_tool .

seit dem zeitpunkt werden die daten nicht an erp übertragen.

hier stimmt etwas nicht mit der  karten- nr.  oder der stammnummer.

wir haben hier den ersten mitarbeiter mit einer  achtstelligen stammnummer.

kann es daran liegen ????

bitte  mal prüfen.



mit freundlichen grüßen
best  datenübertragung",hallo es gibt anscheinend probleme bei der bertragung von stempelzeiten EU tool erp bei stelligen personalnummern siehe unten freundliche gr weszfyok fbadnjhu von axesnghb cyzuomxa gesendet donnerstag juli an zslugaxq dtwlrofu laeusvjo fvaihgpx weszfyok fbadnjhu betreff leihmitarbeiter lochthowe andre hallo zusammen seit dem stempelt herr lochthowe mit seiner karte in EU tool seit dem zeitpunkt werden die daten nicht an erp bertragen hier stimmt etwas nicht mit der karten nr oder der stammnummer wir haben hier den ersten mitarbeiter mit einer achtstelligen stammnummer kann es daran liegen bitte mal pr fen mit freundlichen gr en best daten bertragung,de
7818,szfaidhy sivyugjd,GRP_33,"wegen ein sicherheitsupdate kb4272050 sind keine netzwerkverbindung moeglich.

fehlermeldung : keine netzwerk verbinung. wegen ein sicherheitsupdate kb4272050 sind keine netzwerkverbindung moeglich",wegen ein sicherheitsupdate kb sind keine netzwerkverbindung moeglich fehlermeldung keine netzwerk verbinung wegen ein sicherheitsupdate kb sind keine netzwerkverbindung moeglich,de
7821,bfjnyqhe wqhuvlfb,GRP_0,es kann keine auftrag gedruckt werden. ziehe fehler.  orders can not be printed.,es kann keine auftrag gedruckt werden ziehe fehler orders can not be printed,de
7832,ludhvmro okdbwcsu,GRP_14,"wir haben hier in koenigsee probleme mit dem druck aus erp. es kommt ein ""production_order_interface_app"" fehler.
 wir haben hier in koenigsee probleme mit dem druck aus erp. es kommt ein ""production_order_interface_app"" fehler.",wir haben hier in koenigsee probleme mit dem druck aus erp es kommt ein production order interface app fehler wir haben hier in koenigsee probleme mit dem druck aus erp es kommt ein production order interface app fehler,de
7833,gsnuhpji qpyfctwl,GRP_33,"

received from: gsnuhpji.qpyfctwl@gmail.com

es wird nichts mehr ausgedruckt
fehlermeldung
[cid:image001.png@01d1f3ba.6428d800]

mit freundlichen grüßen / best  error drucker",es wird nichts mehr ausgedruckt fehlermeldung mit freundlichen gr en best error drucker,de
7906,cwrikael oanmsecr,GRP_0,"EU_tool funktioniert nicht.
meldung : unbekannten fehler . system distributor_tool fehler. EU_tool funktioniert nicht.",EU tool funktioniert nicht meldung unbekannten fehler system distributor tool fehler EU tool funktioniert nicht,de
7931,giumxwvh lfvwjtin,GRP_28,"

received from: giumxwvh.lfvwjtin@gmail.com

hallo help-team,

ich habe das problem, dass wenn ich nach versendeten emails suche über die suche nach namen kommt folgende fehlermeldung.
es kommen immer nur vorschläge bis zum 03.02.2016
bitte prüfen und rückinfo.
vielen dank
[cid:image002.jpg@01d1f2f7.35b19750]

mit freundlichen grüßen/ kind  outlock suche ",hallo help team ich habe das problem dass wenn ich nach versendeten emails suche ber die suche nach namen kommt folgende fehlermeldung es kommen immer nur vorschl ge bis zum bitte pr fen und ckinfo vielen dank mit freundlichen gr en kind outlock suche,de
7932,ZkBogxib QsEJzdZO,GRP_8,"received from: monitoring_tool@company.com

 abended job in job_scheduler: Job_3182 at 08/10/16 05:01:27 abended job in job_scheduler: Job_3182",abended job in job scheduler Job at abended job in job scheduler Job,de
7948,gasbfqvp fmvqgjih,GRP_0,"das passwort wurde meinerseits falsch eingegeben. bitte passwort zurücksetzen (engineering tool und erp). danke
 engineering tool",das passwort wurde meinerseits falsch eingegeben bitte passwort zur cksetzen engineering tool und erp danke engineering tool,de
7963,ZkBogxib QsEJzdZO,GRP_8,"received from: monitoring_tool@company.com

 abended job in job_scheduler: SID_51hotf at 08/09/16 23:03:27 abended job in job_scheduler: SID_51hotf",abended job in job scheduler SID hotf at abended job in job scheduler SID hotf,de
8033,trgqbeax hfyzudql,GRP_12,"

received from: trgqbeax.hfyzudql@gmail.com

please restore from august 5th 2016

westes$(\\HostName_598<file:///\\HostName_598>) / betriebliche regelungen und bv / bv / anlage 2a bv bonus im ad fy17.docx




danke + viele grüße
trgqbeax hfyzudql

mit freundlichen grüßen |  best  restore",please restore from westes HostName file HostName betriebliche regelungen und bv bv anlage bv bonus im ad fy docx danke viele gr trgqbeax hfyzudql mit freundlichen gr en best restore,de
8070,wfbkucds qaxhbois,GRP_42,bitte austauschen bildschirm am kyocera arbeitsplatz defekt,bitte austauschen bildschirm am kyocera arbeitsplatz defekt,de
8103,tvmlrwkz rsxftjep,GRP_32,"

received from: tvmlrwkz.rsxftjep@gmail.com

hallo zusammen,

siehe nachstehenden email schriftverkehr, bitte scghhnellstens beheben.
danke.



mit freundlichen grüßen / best  wg: [ticket#2016080878000153] wg: po#4505612440",hallo zusammen siehe nachstehenden email schriftverkehr bitte scghhnellstens beheben danke mit freundlichen gr en best wg ticket wg po,de
8105,zxopwyak zrbfkimx,GRP_33,"bitte an wzs 60 (wza, m14, m12.18990) bios so ändern das nach netz reset der rechner selbstständig startet.
bitte um erledigung durch m. himghtmelreich. bios einstellung",bitte an wzs wza bios so ndern das nach netz reset der rechner selbstst ndig startet bitte um erledigung durch himghtmelreich bios einstellung,de
8110,ZkBogxib QsEJzdZO,GRP_9,"received from: monitoring_tool@company.com

 abended job in job_scheduler: Job_1142 at 08/09/16 00:07:26 abended job in job_scheduler: Job_1142",abended job in job scheduler Job at abended job in job scheduler Job,de
8203,xosdfhbu gtbfkisl,GRP_24,probleme mit rechner ewew8323531 \defekte fp sektoren \xosdfhbu gtbfkisl probleme mit rechner ewew8323531 \defekte fp sektoren \xosdfhbu gtbfkisl,probleme mit rechner ewew defekte fp sektoren xosdfhbu gtbfkisl probleme mit rechner ewew defekte fp sektoren xosdfhbu gtbfkisl,de
8230,jywvemun qngschtz,GRP_28,"

received from: jywvemun.qngschtz@gmail.com

team, anbei ein investmentantrag für einen neuen rechner/laptop für mnakehrf mvunqihf

mit freundlichen grüßen / best  investment antrag mnakehrf mvunqihf - new laptop request - mnakehrf mvunqihf",team anbei ein investmentantrag r einen neuen rechner laptop r mnakehrf mvunqihf mit freundlichen gr en best investment antrag mnakehrf mvunqihf new laptop request mnakehrf mvunqihf,de
8231,ZkBogxib QsEJzdZO,GRP_8,"received from: monitoring_tool@company.com

 abended job in job_scheduler: Job_3181 at 08/08/16 05:01:29 abended job in job_scheduler: Job_3181",abended job in job scheduler Job at abended job in job scheduler Job,de
8232,nizholae bjnqikym,GRP_0,"stepfhryhan needs access to below collaboration_platform links. 

urlaubsplanung (file://efdl9221150/users/linnes/collaboration_platform%20-%20company%20inc-/fy16%20teamordner%20linnemann/urlaubsplanung) 
3p pläne (file://efdl9221150/users/linnes/collaboration_platform%20-%20company%20inc-/fy16%20teamordner%20linnemann/3p%20pl%e4ne) 

allgemeines (file://efdl9221150/users/linnes/collaboration_platform%20-%20company%20inc-/fy16%20teamordner%20linnemann/allgemeines) 
berirtchtswesen gebiet nord (file://efdl9221150/users/linnes/collaboration_platform%20-%20company%20inc-/fy16%20teamordner%20linnemann/berirtchtswesen%20gebiet%20nord) 

crm teamordner (file://efdl9221150/users/linnes/collaboration_platform%20-%20company%20inc-/fy16%20teamordner%20linnemann/crm%20teamordner) 

teamcall teammeeting (file://efdl9221150/users/linnes/collaboration_platform%20-%20company%20inc-/fy16%20teamordner%20linnemann/teamcall%20teammeeting) 

top 5 projekte (file://efdl9221150/users/linnes/collaboration_platform%20-%20company%20inc-/fy16%20teamordner%20linnemann/top%205%20projekte) 



hallo sabrthy,
 
wie weit sind wir in diesem thema? habe noch kein ticket erhalten…
 
mit freundlichen grüßen
nizholae bjnqikym
anwendungstechniker i application engineer
nizholae.bjnqikym@gmail.com

company deutschland gmbh
 
 


diese mitteilung ist einzig und allein für die nutzung durch den adressaten bestimmt und kann informationen enthalten, die schutzwürdig, vertraulich oder nach geltendem recht von der offenlegung ausgenommen sind. die verbreitung, verteilung oder vervielfältigung dieser mitteilung durch personen, bei denen es sich nicht um die beabsichtigten empfänger handelt, ist streng verboten. wenn diese mitteilung aufgrund eines versehens bei ihnen eingegangen ist, dann benachrichtigen sie bitte den absender und löschen sie diese mitteilung. 
        
select the following link to view the disclaimer in an alternate language. 
 
von: nizholae bjnqikym 
gesendet: donnerstag, 21. juli 2016 12:16
an: aorthyme rnsuipbk <aorthyme.rnsuipbk@gmail.com>
betreff: aw: no access to netweaver.
 
danke sabrthy…
 
mit freundlichen grüßen
nizholae bjnqikym
anwendungstechniker i application engineer
nizholae.bjnqikym@gmail.com
 
 


diese mitteilung ist einzig und allein für die nutzung durch den adressaten bestimmt und kann informationen enthalten, die schutzwürdig, vertraulich oder nach geltendem recht von der offenlegung ausgenommen sind. die verbreitung, verteilung oder vervielfältigung dieser mitteilung durch personen, bei denen es sich nicht um die beabsichtigten empfänger handelt, ist streng verboten. wenn diese mitteilung aufgrund eines versehens bei ihnen eingegangen ist, dann benachrichtigen sie bitte den absender und löschen sie diese mitteilung. 
        
select the following link to view the disclaimer in an alternate language. 
 
von: aorthyme rnsuipbk 
gesendet: donnerstag, 21. juli 2016 12:03
an: nizholae bjnqikym <nizholae.bjnqikym@gmail.com>
betreff: re: no access to netweaver.
 
hallo stepfhryhan,
 
das nimmt ein bisschen zeit. ich erfasse ein ticket dazu.
 
 
warm  stepfhryhan needs access to below collaboration_platform links. ",stepfhryhan needs access to below collaboration platform links urlaubsplanung file efdl users linnes collaboration platform company inc fy teamordner linnemann urlaubsplanung pl ne file efdl users linnes collaboration platform company inc fy teamordner linnemann pl ene allgemeines file efdl users linnes collaboration platform company inc fy teamordner linnemann allgemeines berirtchtswesen gebiet nord file efdl users linnes collaboration platform company inc fy teamordner linnemann berirtchtswesen gebiet nord crm teamordner file efdl users linnes collaboration platform company inc fy teamordner linnemann crm teamordner teamcall teammeeting file efdl users linnes collaboration platform company inc fy teamordner linnemann teamcall teammeeting top projekte file efdl users linnes collaboration platform company inc fy teamordner linnemann top projekte hallo sabrthy wie weit sind wir in diesem thema habe noch kein ticket erhalten mit freundlichen gr en nizholae bjnqikym anwendungstechniker application engineer company deutschland gmbh diese mitteilung ist einzig und allein r die nutzung durch den adressaten bestimmt und kann informationen enthalten die schutzw rdig vertraulich oder nach geltendem recht von der offenlegung ausgenommen sind die verbreitung verteilung oder vervielf ltigung dieser mitteilung durch personen bei denen es sich nicht um die beabsichtigten empf nger handelt ist streng verboten wenn diese mitteilung aufgrund eines versehens bei ihnen eingegangen ist dann benachrichtigen sie bitte den absender und schen sie diese mitteilung select the following link to view the disclaimer in an alternate language von nizholae bjnqikym gesendet donnerstag juli an aorthyme rnsuipbk betreff aw no access to netweaver danke sabrthy mit freundlichen gr en nizholae bjnqikym anwendungstechniker application engineer diese mitteilung ist einzig und allein r die nutzung durch den adressaten bestimmt und kann informationen enthalten die schutzw rdig vertraulich oder nach geltendem recht von der offenlegung ausgenommen sind die verbreitung verteilung oder vervielf ltigung dieser mitteilung durch personen bei denen es sich nicht um die beabsichtigten empf nger handelt ist streng verboten wenn diese mitteilung aufgrund eines versehens bei ihnen eingegangen ist dann benachrichtigen sie bitte den absender und schen sie diese mitteilung select the following link to view the disclaimer in an alternate language von aorthyme rnsuipbk gesendet donnerstag juli an nizholae bjnqikym betreff re no access to netweaver hallo stepfhryhan das nimmt ein bisschen zeit ich erfasse ein ticket dazu warm stepfhryhan needs access to below collaboration platform links,de
8238,bejvhsfx dmvsclhp,GRP_24,probleme mit drucker in löwe uacyltoe hxgayczeraum\reinhard kröger probleme mit drucker in löwe uacyltoe hxgayczeraum\reinhard kröger,probleme mit drucker in we uacyltoe hxgayczeraum reinhard kr ger probleme mit drucker in we uacyltoe hxgayczeraum reinhard kr ger,de
8290,ZkBogxib QsEJzdZO,GRP_9,"received from: monitoring_tool@company.com

 abended job in job_scheduler: Job_1315 at 08/07/16 00:38:26 abended job in job_scheduler: Job_1315",abended job in job scheduler Job at abended job in job scheduler Job,de
8383,bmhrsxlf ukatbwyi,GRP_0,benefits issue benefits issue,benefits issue benefits issue,de
8397,sjxhcyrq iupxtjcf,GRP_0,security error in reisekosten abrechnungs programdnty security error in reisekosten abrechnungs programdnty,security error in reisekosten abrechnungs programdnty security error in reisekosten abrechnungs programdnty,de
8414,niptbwdq csenjruz,GRP_24,langsamer rechner \überprüfung \niptbwdq csenjruz langsamer rechner \überprüfung \niptbwdq csenjruz,langsamer rechner berpr fung niptbwdq csenjruz langsamer rechner berpr fung niptbwdq csenjruz,de
8420,ptvdxwla tlevwmzo,GRP_33,"mobiltelefon gigaset m2 professional mit der durchwahl 479 
akku  ( defekt hält nicht mehr länger wie 1 tag ) 
display ( kann man kaum noch was erkennen )
clip defekt.
 mobiltelefon defekt",mobiltelefon gigaset professional mit der durchwahl akku defekt lt nicht mehr nger wie tag display kann man kaum noch was erkennen clip defekt mobiltelefon defekt,de
8425,wfbkucds qaxhbois,GRP_0,ich weiß mein erp passwort nicht mehr und habe 3 fehlversuche eingegeben. bitte zurücksetzen. ich kann mein erp passwort nicht zurück setzten.,ich wei mein erp passwort nicht mehr und habe fehlversuche eingegeben bitte zur cksetzen ich kann mein erp passwort nicht zur ck setzten,de
8439,kiqrvwat gwkpxzyt,GRP_33,der drucker steht am platz von wckrxovs aunsgzmd der drucker für die ups-lapels druckt nicht richtig. ,der drucker steht am platz von wckrxovs aunsgzmd der drucker r die ups lapels druckt nicht richtig,de
8499,kqvbrspl jyzoklfx,GRP_49,an mehreren pc`s lassen sich verschiedene prgramdntyme nicht öffnen. bereich cnc. an mehreren pc`s lassen sich verschiedene prgramdntyme nicht öffnen. ,an mehreren pc lassen sich verschiedene prgramdntyme nicht ffnen bereich cnc an mehreren pc lassen sich verschiedene prgramdntyme nicht ffnen,de
